"ID";"Text";"Label"
"COMBINED-2345";"Ribosomal ribonucleic acid (rRNA) is a type of non-coding RNA which is the primary component of ribosomes, essential to all cells. rRNA is a ribozyme which carries out protein synthesis in ribosomes. Ribosomal RNA is transcribed from ribosomal DNA (rDNA) and then bound to ribosomal proteins to form small and large ribosome subunits. rRNA is the physical and mechanical factor of the ribosome that forces transfer RNA (tRNA) and messenger RNA (mRNA) to process and translate the latter into proteins. Ribosomal RNA is the predominant form of RNA found in most cells; it makes up about 80% of cellular RNA despite never being translated into proteins itself.";"Human"
"COMBINED-2346";"An amplifier, electronic amplifier or (informally) amp is an electronic device that can increase the magnitude of a signal (a time-varying voltage or current). It is a two-port electronic circuit that uses electric power from a power supply to increase the amplitude (magnitude of the voltage or current) of a signal applied to its input terminals, producing a proportionally greater amplitude signal at its output. The amount of amplification provided by an amplifier is measured by its gain: the ratio of output voltage, current, or power to input. An amplifier is defined as a circuit that has a power gain greater than one.";"Human"
"COMBINED-2347";"A phonon is a quasiparticle, collective excitation in a periodic, elastic arrangement of atoms or molecules in condensed matter, specifically in solids and some liquids. In the context of optically trapped objects, the quantized vibration mode can be defined as phonons as long as the modal wavelength of the oscillation is smaller than the size of the object. A type of quasiparticle in physics, a phonon is an excited state in the quantum mechanical quantization of the modes of vibrations for elastic structures of interacting particles. Phonons can be thought of as quantized sound waves, similar to photons as quantized light waves.";"Human"
"COMBINED-2348";"In calculus, the general Leibniz rule, named after Gottfried Wilhelm Leibniz, generalizes the product rule for the derivative of the product of two functions (which is also known as ""Leibniz's rule""). It states that if f {\displaystyle f} and g {\displaystyle g} are n-times differentiable functions, then the product f g {\displaystyle fg} is also n-times differentiable and its n-th derivative is given by ( f g ) ( n ) = ∑ k = 0 n ( n k ) f ( n - k ) g ( k...";"Human"
"COMBINED-2349";"An enthalpy-entropy chart, also known as the H-S chart or Mollier diagram, plots the total heat against entropy, describing the enthalpy of a thermodynamic system. A typical chart covers a pressure range of 0.01-1000 bar, and temperatures up to 800 degrees Celsius. It shows enthalpy H {\displaystyle H} in terms of internal energy U {\displaystyle U}, pressure p {\displaystyle p} and volume V {\displaystyle V} using the relationship H = U + p V {\displaystyle H=U+pV\,\!} (or, in terms of specific enthalpy, specific entropy and specific volume, h = u + p v {\displaystyle h=u+pv\!} ).";"Human"
"COMBINED-2350";"The human brain is the central organ of the nervous system, and with the spinal cord, comprises the central nervous system. It consists of the cerebrum, the brainstem and the cerebellum. The brain controls most of the activities of the body, processing, integrating, and coordinating the information it receives from the sensory nervous system. The brain integrates sensory information and coordinates instructions sent to the rest of the body. The cerebrum, the largest part of the human brain, consists of two cerebral hemispheres. Each hemisphere has an inner core composed of white matter, and an outer surface - the cerebral cortex - composed of grey matter.";"Human"
"COMBINED-2351";"Micro black holes, also known as mini black holes and quantum mechanical black holes, are hypothetical tiny (<1 M☉) black holes, for which quantum mechanical effects play an important role. The concept that black holes may exist that are smaller than stellar mass was introduced in 1971 by Stephen Hawking. It is possible that such black holes were created in the high-density environment of the early universe (or Big Bang), or possibly through subsequent phase transitions (referred to as primordial black holes). They might be possible to observe through the particles they are expected to emit by Hawking radiation.";"Human"
"COMBINED-2352";"Interstellar travel is the hypothetical travel of spacecraft between star systems. Due to the vast distances between the Solar System and nearby stars, interstellar travel is not practicable with current propulsion technologies. To travel between stars within a reasonable amount of time (decades or centuries), an interstellar spacecraft must reach a significant fraction of the speed of light, requiring enormous amounts of energy. Communication with such interstellar craft will experience years of delay due to the speed of light. Collisions with cosmic dust and gas at such speeds can be catastrophic for such spacecrafts.";"Human"
"COMBINED-2353";"Long-term close-knit interactions between symbiotic microbes and their host can alter host immune system responses to other microorganisms, including pathogens, and are required to maintain proper homeostasis. The immune system is a host defense system consisting of anatomical physical barriers as well as physiological and cellular responses, which protect the host against harmful microorganisms while limiting host responses to harmless symbionts. Humans are home to 1013 to 1014 bacteria, roughly equivalent to the number of human cells, and while these bacteria can be pathogenic to their host most of them are mutually beneficial to both the host and bacteria.";"Human"
"COMBINED-2354";"Liquid chromatography-mass spectrometry (LC-MS) is an analytical chemistry technique that combine the physical separation capabilities of liquid chromatography (or HPLC) with the mass analysis capabilities of mass spectrometry (MS). Coupled chromatography - MS systems are popular in chemical analysis because the individual capabilities of each technique are enhanced synergistically. While liquid chromatography separates mixtures with multiple components, mass spectrometry provides spectral information that may help to identify (or confirm the suspected identity of) each separated component. MS is not only sensitive, but provides selective detection, relieving the need for complete chromatographic separation. LC-MS is also appropriate for metabolomics because of its good coverage of a wide range of chemicals.";"Human"
"COMBINED-2355";"A cryptographic hash function (CHF) is a hash algorithm (a map of an arbitrary binary string to a binary string with a fixed size of n {\displaystyle n} bits) that has special properties desirable for a cryptographic application: the probability of a particular n {\displaystyle n} -bit output result (hash value) for a random input string (""message"") is 2 - n {\displaystyle 2^{-n}} (as for any good hash), so the hash value can be used as a representative of the message; finding an input string that matches a given hash value (a pre-image) is infeasible, assuming all input strings are equally likely.";"Human"
"COMBINED-2356";"Beryllium is a chemical element; it has symbol Be and atomic number 4. It is a steel-gray, hard, strong, lightweight and brittle alkaline earth metal. It is a divalent element that occurs naturally only in combination with other elements to form minerals. Gemstones high in beryllium include beryl (aquamarine, emerald, red beryl) and chrysoberyl. It is a relatively rare element in the universe, usually occurring as a product of the spallation of larger atomic nuclei that have collided with cosmic rays. Within the cores of stars, beryllium is depleted as it is fused into heavier elements. Beryllium constitutes about 0.0004 percent by mass of Earth's crust.";"Human"
"COMBINED-2357";"Immunosuppression is a reduction of the activation or efficacy of the immune system. Some portions of the immune system itself have immunosuppressive effects on other parts of the immune system, and immunosuppression may occur as an adverse reaction to treatment of other conditions. In general, deliberately induced immunosuppression is performed to prevent the body from rejecting an organ transplant. Additionally, it is used for treating graft-versus-host disease after a bone marrow transplant, or for the treatment of auto-immune diseases such as systemic lupus erythematosus, rheumatoid arthritis, Sjögren's disease, or Crohn's disease. This is typically done using medications, but may involve surgery (splenectomy), plasmapheresis, or radiation.";"Human"
"COMBINED-2358";"In quantum mechanics, the Schrieffer-Wolff transformation is a unitary transformation used to determine an effective (often low-energy) Hamiltonian by decoupling weakly interacting subspaces. Using a perturbative approach, the transformation can be constructed such that the interaction between the two subspaces vanishes up to the desired order in the perturbation. The transformation also perturbatively diagonalizes the system Hamiltonian to first order in the interaction. In this, the Schrieffer-Wolff transformation is an operator version of second-order perturbation theory. The Schrieffer-Wolff transformation is often used to project out the high energy excitations of a given quantum many-body Hamiltonian in order to obtain an effective low energy model.";"Human"
"COMBINED-2359";"Fluorine forms a great variety of chemical compounds, within which it always adopts an oxidation state of -1. With other atoms, fluorine forms either polar covalent bonds or ionic bonds. Most frequently, covalent bonds involving fluorine atoms are single bonds, although at least two examples of a higher order bond exist. Fluoride may act as a bridging ligand between two metals in some complex molecules. Molecules containing fluorine may also exhibit hydrogen bonding (a weaker bridging link to certain nonmetals). Fluorine's chemistry includes inorganic compounds formed with hydrogen, metals, nonmetals, and even noble gases; as well as a diverse set of organic compounds.";"Human"
"COMBINED-2360";"In physics, curved spacetime is the mathematical model in which, with Einstein's theory of general relativity, gravity naturally arises, as opposed to being described as a fundamental force in Newton's static Euclidean reference frame. Objects move along geodesics-curved paths determined by the local geometry of spacetime-rather than being influenced directly by distant bodies. This framework led to two fundamental principles: coordinate independence, which asserts that the laws of physics are the same regardless of the coordinate system used, and the equivalence principle, which states that the effects of gravity are indistinguishable from those of acceleration in sufficiently small regions of space.";"Human"
"COMBINED-2361";"Radio propagation is the behavior of radio waves as they travel, or are propagated, from one point to another in vacuum, or into various parts of the atmosphere. As a form of electromagnetic radiation, like light waves, radio waves are affected by the phenomena of reflection, refraction, diffraction, absorption, polarization, and scattering. Understanding the effects of varying conditions on radio propagation has many practical applications, from choosing frequencies for amateur radio communications, international shortwave broadcasters, to designing reliable mobile telephone systems, to radio navigation, to operation of radar systems. Several different types of propagation are used in practical radio transmission systems.";"Human"
"COMBINED-2362";"Naïve physics or folk physics is the untrained human perception of basic physical phenomena. In the field of artificial intelligence the study of naïve physics is a part of the effort to formalize the common knowledge of human beings. Many ideas of folk physics are simplifications, misunderstandings, or misperceptions of well-understood phenomena, incapable of giving useful predictions of detailed experiments, or simply are contradicted by more thorough observations. They may sometimes be true, be true in certain limited cases, be true as a good first approximation to a more complex effect, or predict the same effect but misunderstand the underlying mechanism.";"Human"
"COMBINED-2363";"Monoecy (from Ancient Greek μονοικία (monoikía) 'one household'; adj. monoecious), is a sexual system in seed plants where separate male and female cones or flowers are present on the same plant. It is a monomorphic sexual system comparable with gynomonoecy, andromonoecy and trimonoecy, and contrasted with dioecy where individual plants produce cones or flowers of only one sex, and with bisexual or hermaphroditic plants in which male and female gametes are produced in the same flower. Monoecy often co-occurs with anemophily, because it prevents self-pollination of individual flowers and reduces the probability of self-pollination between male and female flowers on the same plant.";"Human"
"COMBINED-2364";"Mathematical chemistry is the area of research engaged in novel applications of mathematics to chemistry; it concerns itself principally with the mathematical modeling of chemical phenomena. Mathematical chemistry has also sometimes been called computer chemistry, but should not be confused with computational chemistry. Major areas of research in mathematical chemistry include chemical graph theory, which deals with topology such as the mathematical study of isomerism and the development of topological descriptors or indices which find application in quantitative structure-property relationships; and chemical aspects of group theory, which finds applications in stereochemistry and quantum chemistry.";"Human"
"COMBINED-2365";"An electric current is a flow of charged particles, such as electrons or ions, moving through an electrical conductor or space. It is defined as the net rate of flow of electric charge through a surface. The moving particles are called charge carriers, which may be one of several types of particles, depending on the conductor. In electric circuits the charge carriers are often electrons moving through a wire. In semiconductors they can be electrons or holes. In an electrolyte the charge carriers are ions, while in plasma, an ionized gas, they are ions and electrons.";"Human"
"COMBINED-2366";"Nuclear fission is a reaction in which the nucleus of an atom splits into two or more smaller nuclei. The fission process often produces gamma photons, and releases a very large amount of energy even by the energetic standards of radioactive decay. Nuclear fission was discovered by chemists Otto Hahn and Fritz Strassmann and physicists Lise Meitner and Otto Robert Frisch. Hahn and Strassmann proved that a fission reaction had taken place on 19 December 1938, and Meitner and her nephew Frisch explained it theoretically in January 1939. Frisch named the process ""fission"" by analogy with biological fission of living cells. In their second publication on nuclear fission in February 1939, Hahn and Strassmann predicted the existence and liberation of";"Human"
"COMBINED-2367";"A liposome is a small artificial vesicle, spherical in shape, having at least one lipid bilayer. Due to their hydrophobicity and/or hydrophilicity, biocompatibility, particle size and many other properties, liposomes can be used as drug delivery vehicles for administration of pharmaceutical drugs and nutrients, such as lipid nanoparticles in mRNA vaccines, and DNA vaccines. Liposomes can be prepared by disrupting biological membranes (such as by sonication). Liposomes are most often composed of phospholipids, especially phosphatidylcholine, and cholesterol, but may also include other lipids, such as those found in egg and phosphatidylethanolamine, as long as they are compatible with lipid bilayer structure.";"Human"
"COMBINED-2368";"Reinforcement is a process within speciation where natural selection increases the reproductive isolation between two populations of species by reducing the production of hybrids. Evidence for speciation by reinforcement has been gathered since the 1990s, and along with data from comparative studies and laboratory experiments, has overcome many of the objections to the theory. Differences in behavior or biology that inhibit formation of hybrid zygotes are termed prezygotic isolation. Reinforcement can be shown to be occurring (or to have occurred in the past) by measuring the strength of prezygotic isolation in a sympatric population in comparison to an allopatric population of the same species.";"Human"
"COMBINED-2369";"Ionic bonding is a type of chemical bonding that involves the electrostatic attraction between oppositely charged ions, or between two atoms with sharply different electronegativities, and is the primary interaction occurring in ionic compounds. It is one of the main types of bonding, along with covalent bonding and metallic bonding. Ions are atoms (or groups of atoms) with an electrostatic charge. Atoms that gain electrons make negatively charged ions (called anions). Atoms that lose electrons make positively charged ions (called cations). This transfer of electrons is known as electrovalence in contrast to covalence. In the simplest case, the cation is a metal atom and the anion is a nonmetal atom, but these ions can be more complex, e.g. polyatomic ions";"Human"
"COMBINED-2370";"In ecology and genetics, a reaction norm, also called a norm of reaction, describes the pattern of phenotypic expression of a single genotype across a range of environments. One use of reaction norms is in describing how different species-especially related species-respond to varying environments. But differing genotypes within a single species may also show differing reaction norms relative to a particular phenotypic trait and environment variable. For every genotype, phenotypic trait, and environmental variable, a different reaction norm can exist; in other words, an enormous complexity can exist in the interrelationships between genetic and environmental factors in determining traits. The concept was introduced by Richard Woltereck in 1909.";"Human"
"COMBINED-2371";"A mold (US, PH) or mould (UK, CW) is one of the structures that certain fungi can form. The dust-like, colored appearance of molds is due to the formation of spores containing fungal secondary metabolites. The spores are the dispersal units of the fungi. Not all fungi form molds. Some fungi form mushrooms or ascomata; others grow as single cells, and are called microfungi (for example, yeasts). A large and taxonomically diverse number of fungal species form molds. The growth of hyphae results in discoloration and a fuzzy appearance, especially on food. The network of these tubular branching hyphae, called a mycelium, is considered a single organism.";"Human"
"COMBINED-2372";"Structural induction is a proof method that is used in mathematical logic (e.g., in the proof of Łoś' theorem), computer science, graph theory, and some other mathematical fields. It is a generalization of mathematical induction over natural numbers and can be further generalized to arbitrary Noetherian induction. Structural recursion is a recursion method bearing the same relationship to structural induction as ordinary recursion bears to ordinary mathematical induction. Structural induction is used to prove that some proposition P(x) holds for all x of some sort of recursively defined structure, such as formulas, lists, or trees.";"Human"
"COMBINED-2373";"DNA polymerase epsilon is a member of the DNA polymerase family of enzymes found in eukaryotes. It is composed of the following four subunits: POLE (central catalytic unit), POLE2 (subunit 2), POLE3 (subunit 3), and POLE4 (subunit 4). Recent evidence suggests that it plays a major role in leading strand DNA synthesis and nucleotide and base excision repair. Research had conducted to study nucleotide excision repair DNA synthesis by DNA polymerase epsilon in the presence of PCNA (proliferating cell nuclear antigen), RFC (replication factor C) and RPA (replication protein A). Either DNA polymerase epsilon or DNA polymerase delta along with DNA ligase can be used to repair UV-damaged DNA.";"Human"
"COMBINED-2374";"A black star is a gravitational object composed of matter. It is a theoretical alternative to the black hole concept from general relativity. The theoretical construct was created through the use of semiclassical gravity theory. A similar structure should also exist for the Einstein-Maxwell-Dirac equations system, which is the (super) classical limit of quantum electrodynamics, and for the Einstein-Yang-Mills-Dirac system, which is the (super) classical limit of the standard model. A black star does not require an event horizon, and may or may not be a transitional phase between a collapsing star and a singularity.";"Human"
"COMBINED-2375";"Linear discriminant analysis (LDA), normal discriminant analysis (NDA), canonical variates analysis (CVA), or discriminant function analysis is a generalization of Fisher's linear discriminant, a method used in statistics and other fields, to find a linear combination of features that characterizes or separates two or more classes of objects or events. The resulting combination may be used as a linear classifier, or, more commonly, for dimensionality reduction before later classification. LDA is closely related to analysis of variance (ANOVA) and regression analysis, which also attempt to express one dependent variable as a linear combination of other features or measurements.";"Human"
"COMBINED-2376";"The Stirling cycle is a thermodynamic cycle that describes the general class of Stirling devices. This includes the original Stirling engine that was invented, developed and patented in 1816 by Robert Stirling with help from his brother, an engineer. The ideal Otto and Diesel cycles are not totally reversible because they involve heat transfer through a finite temperature difference during the irreversible isochoric/isobaric heat-addition and heat-rejection processes. The irreversibility renders the thermal efficiency of these cycles less than that of a Carnot engine operating within the same limits of temperature.";"Human"
"COMBINED-2377";"Broughton Suspension Bridge was an iron chain suspension bridge built in 1826 to span the River Irwell between Broughton and Pendleton, now in Salford, Greater Manchester, England. One of Europe's first suspension bridges, it has been attributed to Samuel Brown, although some suggest it was built by Thomas Cheek Hewes, a Manchester millwright and textile machinery manufacturer. On 12 April 1831, the bridge collapsed, reportedly due to mechanical resonance induced by troops marching in step. As a result of the incident, the British Army issued an order that troops should ""break step"" when crossing a bridge.";"Human"
"COMBINED-2378";"Quantum thermodynamics is the study of the relations between two independent physical theories: thermodynamics and quantum mechanics. The two independent theories address the physical phenomena of light and matter. In 1905, Albert Einstein argued that the requirement of consistency between thermodynamics and electromagnetism leads to the conclusion that light is quantized, obtaining the relation E = h ν {\displaystyle E=h\nu }. This paper is the dawn of quantum theory. In a few decades quantum theory became established with an independent set of rules. Currently quantum thermodynamics addresses the emergence of thermodynamic laws from quantum mechanics.";"Human"
"COMBINED-2379";"In physics and digital imaging, contrast is a quantifiable property used to describe the difference in appearance between elements within a visual field. It is closely linked with the perceived brightness of objects and is typically defined by specific formulas that involve the luminances of the stimuli. For example, contrast can be quantified as ΔL/L near the luminance threshold, known as Weber contrast, or as LH/LL at much higher luminances. Further, contrast can result from differences in chromaticity, which are specified by colorimetric characteristics such as the color difference ΔE in the CIE 1976 UCS (Uniform Colour Space).";"Human"
"COMBINED-2380";"Optical computing or photonic computing uses light waves produced by lasers or incoherent sources for data processing, data storage or data communication for computing. For decades, photons have shown promise to enable a higher bandwidth than the electrons used in conventional computers (see optical fibers). Most research projects focus on replacing current computer components with optical equivalents, resulting in an optical digital computer system processing binary data. This approach appears to offer the best short-term prospects for commercial optical computing, since optical components could be integrated into traditional computers to produce an optical-electronic hybrid.";"Human"
"COMBINED-2381";"In mathematics, the limit of a function is a fundamental concept in calculus and analysis concerning the behavior of that function near a particular input which may or may not be in the domain of the function. Formal definitions, first devised in the early 19th century, are given below. Informally, a function f assigns an output f(x) to every input x. We say that the function has a limit L at an input p, if f(x) gets closer and closer to L as x moves closer and closer to p.";"Human"
"COMBINED-2382";"A symphony bridge or bridge symphony is a bridge which combines the structural support systems of a suspension bridge, a cable-stayed bridge and a cantilever bridge. No such bridges have been built, nor are there any specific plans, although the method has been considered for several bridges in Norway. It was developed collaboratively by the Norwegian Public Roads Administration and the civil engineering consulting company Aas-Jakobsen as a means of building bridges with spans between 1,000 and 3,000 meters (3,300 and 9,800 ft). The design is based on two separate roadways which are connected by crossbeams. A symphony bridge would have two pylons, which would be circular in hollow cross-section.";"Human"
"COMBINED-2383";"A maternal effect is a situation where the phenotype of an organism is determined not only by the environment it experiences and its genotype, but also by the environment and genotype of its mother. In genetics, maternal effects occur when an organism shows the phenotype expected from the genotype of the mother, irrespective of its own genotype, often due to the mother supplying messenger RNA or proteins to the egg. Maternal effects can also be caused by the maternal environment independent of genotype, sometimes controlling the size, sex, or behaviour of the offspring. These adaptive maternal effects lead to phenotypes of offspring that increase their fitness.";"Human"
"COMBINED-2384";"Chlororespiration is a respiratory process that is thought to occur in plant chloroplasts, involving the electron transport chain (ETC) in the thylakoid membrane. It is thought to involve NAD(P)H dehydrogenase (NDH) and plastid terminal oxidase (PTOX/IMMUTANS), forming an ETC utilizing molecular oxygen as the electron acceptor. This process also interacts with the ETC in the mitochondrion where respiration takes place, as well as with photosynthesis. If photosynthesis is inhibited by environmental stressors like water deficiency, increased heat, and/or increased/decreased light exposure, or even chilling stress, then chlororespiration is one of the crucial ways that plants use to compensate for chemical energy synthesis.";"Human"
"COMBINED-2385";"S transform as a time-frequency distribution was developed in 1994 for analyzing geophysics data. In this way, the S transform is a generalization of the short-time Fourier transform (STFT), extending the continuous wavelet transform and overcoming some of its disadvantages. For one, modulation sinusoids are fixed with respect to the time axis; this localizes the scalable Gaussian window dilations and translations in S transform. Moreover, the S transform doesn't have a cross-term problem and yields a better signal clarity than Gabor transform. However, the S transform has its own disadvantages: the clarity is worse than Wigner distribution function and Cohen's class distribution function.";"Human"
"COMBINED-2386";"The necrobiome has been defined as the community of species associated with decaying remains after the death of an organism. The process of decomposition is complex. Microbes decompose cadavers, but other organisms including fungi, nematodes, insects, and larger scavenger animals also contribute. Once the immune system is no longer active, microbes colonizing the intestines and lungs decompose their respective tissues and then travel throughout the body via the circulatory and lymphatic systems to break down other tissue and bone. During this process, gases are released as a by-product and accumulate, causing bloating.";"Human"
"COMBINED-2387";"Homoenolates are a type of functional group that have been used in synthetic organic chemistry since the 1980s. They are related to enolates, but represent an umpolung of their reactivity. Homoenolates can be formed with a variety of different metal counterions, including lithium, iron, silver, lead, titanium, tin, tellurium, zirconium, niobium, mercury, zinc, antimony, bismuth, nickel, palladium, and copper. Homoenolates stability and reactivity varies by counterion identity and other nearby functional groups. Common pathways of decomposition include proto-demetalation and β-hydride elimination. Multiple reviews on the topic of homoenolates and their reactivity have been published.";"Human"
"COMBINED-2388";"Telomeric repeat-containing RNA (TERRA) is a long non-coding RNA transcribed from telomeres - repetitive nucleotide regions found on the ends of chromosomes that function to protect DNA from deterioration or fusion with neighboring chromosomes. TERRA has been shown to be ubiquitously expressed in almost all cell types containing linear chromosomes - including humans, mice, and yeasts. While the exact function of TERRA is still an active area of research, it is generally believed to play a role in regulating telomerase activity as well as maintaining the heterochromatic state at the ends of chromosomes.";"Human"
"COMBINED-2389";"A neuron (American English), neurone (British English), or nerve cell, is a cell that is excitable, firing electric signals called action potentials across a neural network in the nervous system, mainly in the central nervous system, and helps to receive and conduct impulses. Neurons communicate with other cells via synapses, which are specialized connections that commonly use minute amounts of chemical neurotransmitters to pass the electric signal from the presynaptic neuron to the target cell through the synaptic gap. Neurons are the main components of nervous tissue in all animals except sponges and placozoans. Plants and fungi do not have nerve cells.";"Human"
"COMBINED-2390";"In mathematics, specifically in the theory of generalized functions, the limit of a sequence of distributions is the distribution that sequence approaches. The distance, suitably quantified, to the limiting distribution can be made arbitrarily small by selecting a distribution sufficiently far along the sequence. This notion generalizes a limit of a sequence of functions; a limit as a distribution may exist when a limit of functions does not. The notion is a part of distributional calculus, a generalized form of calculus that is based on the notion of distributions, as opposed to classical calculus, which is based on the narrower concept of functions.";"Human"
"COMBINED-2391";"Quantum crystallography is a branch of crystallography that investigates crystalline materials within the framework of quantum mechanics, with analysis and representation, in position or in momentum space, of quantities like wave function, electron charge and spin density, density matrices and all properties related to them (like electric potential, electric or magnetic moments, energy densities, electron localization function, one electron potential, etc.). Like the quantum chemistry, Quantum crystallography involves both experimental and computational work. The theoretical part of quantum crystallography is based on quantum mechanical calculations of atomic/molecular/crystal wave functions, density matrices or density models, used to simulate the electronic structure of a crystalline material.";"Human"
"COMBINED-2392";"In chemistry, the mesomeric effect (or resonance effect) is a property of substituents or functional groups in a chemical compound. It is defined as the polarity produced in the molecule by the interaction of two pi bonds or between a pi bond and lone pair of electrons present on an adjacent atom. This change in electron arrangement results in the formation of resonance structures that hybridize into the molecule's true structure. The pi electrons then move away from or toward a particular substituent group. The mesomeric effect is stronger in compounds with a lower ionization potential. This is because the electron transfer states will have lower energies.";"Human"
"COMBINED-2393";"Hydrogen-bond catalysis is a type of organocatalysis that relies on use of hydrogen bonding interactions to accelerate and control organic reactions. In biological systems, hydrogen bonding plays a key role in many enzymatic reactions, both in orienting the substrate molecules and lowering barriers to reaction. The field is relatively undeveloped compared to research in Lewis acid catalysis. Hydrogen-bond donors can catalyze reactions through a variety of mechanisms. Hydrogen bonding can stabilize anionic intermediates. They sequester anions, enabling the formation of reactive electrophilic cations. More acidic donors can act as general or specific acids, which activate electrophiles by protonation.";"Human"
"COMBINED-2394";"Live recombinant vaccines are biological preparations that stimulate immune responses to a pathogen through the use of genetically modified live bacteria or viruses. These live pathogens are biologically engineered to express exogenous antigens in the cytoplasm of target cells, thereby triggering immune responses. This form of vaccine combines the beneficial features of attenuated and recombinant vaccines, providing the long-lasting immunity of attenuated vaccines' with recombinant vaccines' genetically engineered precision and safety. Live recombinant vaccines can be administered via orally or nasally, instead of injection. Common examples of vaccines with the aforementioned route of admission include the oral polio vaccine and the nasal spray influenza vaccine.";"Human"
"COMBINED-2395";"In mathematics, the inequality of arithmetic and geometric means, or more briefly the AM-GM inequality, states that the arithmetic mean of a list of non-negative real numbers is greater than or equal to the geometric mean of the same list; and further, that the two means are equal if and only if every number in the list is the same (in which case they are both that number). The simplest non-trivial case is for two non-negative numbers x and y, that is, x + y 2 ≥ x y {\displaystyle {\frac {x+y}{2}}\geq {\sqrt {xy}}} with equality if and only if x = y.";"Human"
"COMBINED-2396";"In mathematics and physical science, a wave is a propagating dynamic disturbance (change from equilibrium) of one or more quantities. Periodic waves oscillate repeatedly about an equilibrium (resting) value at some frequency. When the entire waveform moves in one direction, it is said to be a travelling wave; by contrast, a pair of superimposed periodic waves traveling in opposite directions makes a standing wave. In a standing wave, the amplitude of vibration has nulls at some positions where the wave amplitude appears smaller or even zero. There are two types of waves that are most commonly studied in classical physics: mechanical waves and electromagnetic waves.";"Human"
"COMBINED-2397";"Technical Integrity Engineering, also known as Asset Integrity, involves various engineering disciplines that focus on ensuring a product, process, or system meets its intended requirements when used. Applying these disciplines to reduce costs, maintain schedules, manage technical risks, and handle legal concerns during a project's entire life cycle ensures operational safety and efficiency in e.g., Oil and Gas, Power Generation, and Nuclear Power industries. Integrity Engineering is a profession that uses science, math, economics, social insights, legal knowledge, and practical skills to ensure that products and systems are not only safe but also meet their legal and business requirements.";"Human"
"COMBINED-2398";"Aerodynamics is a branch of dynamics concerned with the study of the motion of air. It is a sub-field of fluid and gas dynamics, and the term ""aerodynamics"" is often used when referring to fluid dynamics. Early records of fundamental aerodynamic concepts date back to the work of Aristotle and Archimedes in the 2nd and 3rd centuries BC, but efforts to develop a quantitative theory of airflow did not begin until the 18th century. In 1726 Isaac Newton became one of the first aerodynamicists in the modern sense when he developed a theory of air resistance which was later verified for low flow speeds.";"Human"
"COMBINED-2399";"Artificially Expanded Genetic Information System (AEGIS) is a synthetic DNA analog experiment that uses some unnatural base pairs from the laboratories of the Foundation for Applied Molecular Evolution in Gainesville, Florida, especially the Steven A. Benner lab. AEGIS is a NASA-funded project to try to understand how extraterrestrial life may have developed. In a 2024 article from the same laboratory, the concept has been broadened into anthropogenic evolvable genetic information systems, still with the same acronym. Hachimoji DNA and Hachimoji RNA (from Japanese 八文字 hachimoji, ""eight letters"") is a strict subset of this system and comes from the same laboratory.";"Human"
"COMBINED-2400";"The lactose operon (lac operon) is an operon required for the transport and metabolism of lactose in E. coli and many other enteric bacteria. Although glucose is the preferred carbon source for most enteric bacteria, the lac operon allows for the effective digestion of lactose when glucose is not available through the activity of β-galactosidase. Gene regulation of the lac operon was the first genetic regulatory mechanism to be understood clearly, so it has become a foremost example of prokaryotic gene regulation. It is often discussed in introductory molecular and cellular biology classes for this reason.";"Human"
"COMBINED-2401";"The Coronation Bridge, also known as the Sevoke Roadway Bridge, is a bridge across the Teesta River at Sevoke in the Indian state of West Bengal. The bridge is a part of the National Highway 17 (previously National Highway 31), and connects the districts of Darjeeling and Kalimpong. It runs parallel to Sevoke Railway Bridge which is around 2 km (1.2 mi) away from coronation bridge in River Teesta. It was named to commemorate the coronation of King George VI and Queen Elizabeth in 1937 and was completed in 1941 at a cost of INR 600,000.";"Human"
"COMBINED-2402";"The time-dependent variational Monte Carlo (t-VMC) method is a quantum Monte Carlo approach to study the dynamics of closed, non-relativistic quantum systems in the context of the quantum many-body problem. It is an extension of the variational Monte Carlo method, in which a time-dependent pure quantum state is encoded by some variational wave function, generally parametrized as Ψ ( X, t ) = exp ⁡ ( ∑ k a k ( t ) O k ( X ) ) {\displaystyle \Psi (X,t)=\exp \left(\sum _{k}a_{k}(t)O_{k}(X)\right)} where the complex-valued a k ( t ) {\displaystyle a_{k}(t)} are time-dependent...";"Human"
"COMBINED-2403";"A colloid is a mixture in which one substance, consisting of microscopically dispersed insoluble particles, is suspended throughout another substance. Some definitions specify that the particles must be dispersed in a liquid, while others extend the definition to include substances like aerosols and gels. The term colloidal suspension refers unambiguously to the overall mixture (although a narrower sense of the word suspension is distinguished from colloids by larger particle size). A colloid has a dispersed phase (the suspended particles) and a continuous phase (the medium of suspension). Some colloids are translucent because of the Tyndall effect, which is the scattering of light by particles in the colloid.";"Human"
"COMBINED-2404";"Genome editing of synthetic target arrays for lineage tracing (GESTALT) is a method used to determine the developmental lineages of cells in multicellular systems. GESTALT involves introducing a small DNA barcode that contains regularly spaced CRISPR/Cas9 target sites into the genomes of progenitor cells. Alongside the barcode, Cas9 and sgRNA are introduced into the cells. Mutations in the barcode accumulate during the course of cell divisions and the unique combination of mutations in a cell's barcode can be determined by DNA or RNA sequencing to link it to a developmental lineage.";"Human"
